epoch,step,task_3/learning_curve/train/acc,task_3/learning_curve/train/loss_cls,task_3/learning_curve/val/acc,task_3/learning_curve/val/loss_cls,task_3/train/acc,task_3/train/acc_batch,task_3/train/loss,task_3/train/loss_batch,task_3/train/loss_cls,task_3/train/loss_cls_batch,task_4/learning_curve/train/acc,task_4/learning_curve/train/loss_cls,task_4/learning_curve/val/acc,task_4/learning_curve/val/loss_cls,task_4/train/acc,task_4/train/acc_batch,task_4/train/loss,task_4/train/loss_batch,task_4/train/loss_cls,task_4/train/loss_cls_batch
0,19,,,,,0.2886718809604645,0.453125,2.208890438079834,1.9057462215423584,2.157799005508423,1.8540905714035034,,,,,,,,,,
0,39,,,,,0.4691406190395355,0.828125,1.771968126296997,0.7712050676345825,1.7204539775848389,0.7190243601799011,,,,,,,,,,
0,59,,,,,0.5694010257720947,0.859375,1.4331289529800415,0.5708123445510864,1.3813252449035645,0.5183061361312866,,,,,,,,,,
0,79,,,,,0.634082019329071,0.8671875,1.2243754863739014,0.513052225112915,1.1723804473876953,0.46045392751693726,,,,,,,,,,
0,99,,,,,0.6791406273841858,0.890625,1.0836684703826904,0.4554360806941986,1.0315523147583008,0.40284377336502075,,,,,,,,,,
0,119,,,,,0.7122395634651184,0.8671875,0.9780058264732361,0.40200990438461304,0.925817608833313,0.34950461983680725,,,,,,,,,,
0,139,,,,,0.7375558018684387,0.84375,0.8992446064949036,0.5378334522247314,0.8470194935798645,0.4854535460472107,,,,,,,,,,
0,159,,,,,0.7566894292831421,0.8984375,0.8398240804672241,0.4140569567680359,0.7875875234603882,0.36178895831108093,,,,,,,,,,
0,179,,,,,0.7724826335906982,0.8828125,0.7889391779899597,0.4002946615219116,0.7367071509361267,0.3481847941875458,,,,,,,,,,
0,199,,,,,0.7864062786102295,0.921875,0.7445775866508484,0.3203185498714447,0.6923676133155823,0.2684323787689209,,,,,,,,,,
0,219,,,,,0.7975142002105713,0.9609375,0.710166335105896,0.19545131921768188,0.6580097079277039,0.14404083788394928,,,,,,,,,,
0,239,,,,,0.8071614503860474,0.890625,0.6797134280204773,0.40784916281700134,0.6276232600212097,0.35650742053985596,,,,,,,,,,
0,259,,,,,0.8157151341438293,0.9375,0.6511891484260559,0.30407285690307617,0.5991614460945129,0.25290942192077637,,,,,,,,,,
0,279,,,,,0.8231026530265808,0.8828125,0.6279525756835938,0.3717809021472931,0.5759904980659485,0.32069000601768494,,,,,,,,,,
0,299,,,,,0.8297656178474426,0.9453125,0.6066092848777771,0.24080657958984375,0.5547055602073669,0.18973951041698456,,,,,,,,,,
0,319,,,,,0.8358398675918579,0.9453125,0.5869496464729309,0.2506007254123688,0.5350983142852783,0.19953468441963196,,,,,,,,,,
