epoch,step,task_3/learning_curve/train/acc,task_3/learning_curve/train/loss_cls,task_3/learning_curve/val/acc,task_3/learning_curve/val/loss_cls,task_3/train/acc,task_3/train/acc_batch,task_3/train/loss,task_3/train/loss_batch,task_3/train/loss_cls,task_3/train/loss_cls_batch,task_4/learning_curve/train/acc,task_4/learning_curve/train/loss_cls,task_4/learning_curve/val/acc,task_4/learning_curve/val/loss_cls,task_4/train/acc,task_4/train/acc_batch,task_4/train/loss,task_4/train/loss_batch,task_4/train/loss_cls,task_4/train/loss_cls_batch
0,19,,,,,0.9195312261581421,0.96875,0.5194574594497681,0.16534423828125,0.4661940932273865,0.11134412884712219,,,,,,,,,,
0,39,,,,,0.9496093988418579,0.96875,0.31579524278640747,0.0985005795955658,0.26214706897735596,0.04451683536171913,,,,,,,,,,
0,59,,,,,0.9606770873069763,1.0,0.24227780103683472,0.055571697652339935,0.1885865479707718,0.0020581225398927927,,,,,,,,,,
0,79,,,,,0.9664062261581421,0.984375,0.20833730697631836,0.0981961339712143,0.15478529036045074,0.04534953460097313,,,,,,,,,,
0,99,,,,,0.9715625047683716,1.0,0.18108783662319183,0.05435321852564812,0.12771713733673096,0.001865600817836821,,,,,,,,,,
0,119,,,,,0.9747396111488342,1.0,0.1645064353942871,0.054954223334789276,0.11131228506565094,0.002806121716275811,,,,,,,,,,
0,139,,,,,0.9765625,0.984375,0.15533216297626495,0.07181858271360397,0.1023082584142685,0.019901735708117485,,,,,,,,,,
0,157,,,0.9429687261581421,0.08404799550771713,,,,,,,,,,,,,,,,
0,157,0.9784414768218994,0.09425301849842072,,,,,,,,,,,,,,,,,,
1,159,,,,,0.984375,1.0,0.41594135761260986,0.2187974750995636,0.36717307567596436,0.168793186545372,,,,,,,,,,
1,179,,,,,0.9928977489471436,1.0,0.09919781982898712,0.05674862116575241,0.04741878807544708,0.0049293190240859985,,,,,,,,,,
1,199,,,,,0.9947916865348816,1.0,0.08100464940071106,0.055952440947294235,0.029242221266031265,0.004264953080564737,,,,,,,,,,
1,219,,,,,0.9942036271095276,1.0,0.07720565050840378,0.05394266918301582,0.025483325123786926,0.002357822610065341,,,,,,,,,,
1,239,,,,,0.9933307766914368,0.984375,0.07585553079843521,0.06857558339834213,0.024184411391615868,0.017146220430731773,,,,,,,,,,
1,259,,,,,0.9923406839370728,1.0,0.07947275042533875,0.0641988143324852,0.027865761891007423,0.012976381927728653,,,,,,,,,,
1,279,,,,,0.9923155903816223,0.984375,0.07867536693811417,0.10468301177024841,0.027189936488866806,0.054237060248851776,,,,,,,,,,
1,299,,,,,0.9931778311729431,1.0,0.07549674808979034,0.052784550935029984,0.024170637130737305,0.0024562589824199677,,,,,,,,,,
1,315,,,0.9683387875556946,0.04899248480796814,,,,,,,,,,,,,,,,
1,315,0.9935719966888428,0.022625073790550232,,,,,,,,,,,,,,,,,,
0,19,,,,,,,,,,,,,,,0.821093738079071,0.984375,0.5294877886772156,0.20966750383377075,0.48067769408226013,0.16141600906848907
0,39,,,,,,,,,,,,,,,0.907421886920929,0.96875,0.3121270537376404,0.11803074181079865,0.2636714577674866,0.07005559653043747
0,59,,,,,,,,,,,,,,,0.936718761920929,1.0,0.22831639647483826,0.04880437254905701,0.180079385638237,0.0011748078977689147
0,79,,,,,,,,,,,,,,,0.951953113079071,1.0,0.1846352517604828,0.0504533052444458,0.1366124153137207,0.0033164334017783403
0,99,,,,,,,,,,,,,,,0.9612500071525574,1.0,0.1579107940196991,0.04768958315253258,0.11008948087692261,0.0007446390809491277
0,119,,,,,,,,,,,,,,,0.9670572876930237,1.0,0.14049236476421356,0.05155777931213379,0.09282610565423965,0.004758480004966259
0,139,,,,,,,,,,,,,,,0.9715401530265808,1.0,0.12783384323120117,0.046695515513420105,0.08030667155981064,0.00010369245137553662
0,159,,,,,,,,,,,,,,,0.9747070074081421,1.0,0.1185002326965332,0.04759317636489868,0.07110591977834702,0.0012499935692176223
0,170,,,,,,,,,,,,,0.9651988744735718,0.06784072518348694,,,,,,
0,170,,,,,,,,,,,0.9761512875556946,0.06727927923202515,,,,,,,,
1,179,,,,,,,,,,,,,,,0.9375,1.0,0.1559217870235443,0.04780782759189606,0.10752805322408676,0.0008280042675323784
1,199,,,,,,,,,,,,,,,0.9795258641242981,1.0,0.0839071273803711,0.0459640696644783,0.036980826407670975,3.128654498141259e-05
1,219,,,,,,,,,,,,,,,0.9875637888908386,1.0,0.06897661089897156,0.04565110802650452,0.022541770711541176,7.463181827915832e-05
1,239,,,,,,,,,,,,,,,0.9911684989929199,1.0,0.06254260241985321,0.045549388974905014,0.016380611807107925,0.00011681699106702581
1,259,,,,,,,,,,,,,,,0.9931530952453613,1.0,0.059053681790828705,0.0453251414000988,0.013097848743200302,0.0003021641750819981
1,279,,,,,,,,,,,,,,,0.9941226840019226,1.0,0.057067375630140305,0.044622451066970825,0.01131824404001236,5.624361438094638e-05
1,299,,,,,,,,,,,,,,,0.994670569896698,1.0,0.05637926235795021,0.046277966350317,0.010822822339832783,0.0017803238006308675
1,319,,,,,,,,,,,,,,,0.9952810406684875,1.0,0.05509619787335396,0.04466225206851959,0.009681874886155128,0.0001646442397031933
1,339,,,,,,,,,,,,,,,0.9958394765853882,1.0,0.05408836528658867,0.04487515985965729,0.008782523684203625,0.00037754964432679117
1,341,,,,,,,,,,,,,0.9810267686843872,0.03995098918676376,,,,,,
1,341,,,,,,,,,,,0.9958881735801697,0.00874357856810093,,,,,,,,
