epoch,step,task_3/learning_curve/train/acc,task_3/learning_curve/train/loss_cls,task_3/learning_curve/val/acc,task_3/learning_curve/val/loss_cls,task_3/train/acc,task_3/train/acc_batch,task_3/train/loss,task_3/train/loss_batch,task_3/train/loss_cls,task_3/train/loss_cls_batch,task_4/learning_curve/train/acc,task_4/learning_curve/train/loss_cls,task_4/learning_curve/val/acc,task_4/learning_curve/val/loss_cls,task_4/train/acc,task_4/train/acc_batch,task_4/train/loss,task_4/train/loss_batch,task_4/train/loss_cls,task_4/train/loss_cls_batch
0,19,,,,,0.09609375149011612,0.078125,2.304291009902954,2.312655210494995,2.304291009902954,2.312655210494995,,,,,,,,,,
0,39,,,,,0.10820312798023224,0.1171875,2.2981057167053223,2.285032033920288,2.2981057167053223,2.285032033920288,,,,,,,,,,
0,59,,,,,0.12161458283662796,0.2578125,2.2942094802856445,2.2790942192077637,2.2942094802856445,2.2790942192077637,,,,,,,,,,
0,79,,,,,0.14374999701976776,0.203125,2.289555072784424,2.26613450050354,2.289555072784424,2.26613450050354,,,,,,,,,,
0,99,,,,,0.1587499976158142,0.2265625,2.2850708961486816,2.262788772583008,2.2850708961486816,2.262788772583008,,,,,,,,,,
0,119,,,,,0.1780598908662796,0.2734375,2.280642032623291,2.2471489906311035,2.280642032623291,2.2471489906311035,,,,,,,,,,
0,139,,,,,0.19570311903953552,0.328125,2.2767345905303955,2.2465193271636963,2.2767345905303955,2.2465193271636963,,,,,,,,,,
0,159,,,,,0.21401366591453552,0.328125,2.272980213165283,2.247664451599121,2.272980213165283,2.247664451599121,,,,,,,,,,
0,179,,,,,0.23450520634651184,0.4375,2.2689754962921143,2.2260472774505615,2.2689754962921143,2.2260472774505615,,,,,,,,,,
0,199,,,,,0.25371092557907104,0.4140625,2.2650346755981445,2.2267186641693115,2.2650346755981445,2.2267186641693115,,,,,,,,,,
0,219,,,,,0.2687144875526428,0.34375,2.261477470397949,2.230248212814331,2.261477470397949,2.230248212814331,,,,,,,,,,
0,239,,,,,0.2829752564430237,0.4453125,2.2577435970306396,2.2043120861053467,2.2577435970306396,2.2043120861053467,,,,,,,,,,
0,259,,,,,0.2969951927661896,0.4765625,2.2537636756896973,2.2113444805145264,2.2537636756896973,2.2113444805145264,,,,,,,,,,
0,279,,,,,0.31004464626312256,0.453125,2.249683141708374,2.2026216983795166,2.249683141708374,2.2026216983795166,,,,,,,,,,
0,299,,,,,0.3210677206516266,0.4140625,2.245940685272217,2.208164691925049,2.245940685272217,2.208164691925049,,,,,,,,,,
0,319,,,,,0.3310546875,0.4453125,2.2422022819519043,2.1910204887390137,2.2422022819519043,2.1910204887390137,,,,,,,,,,
0,339,,,,,0.340372234582901,0.4609375,2.2383179664611816,2.181579113006592,2.2383179664611816,2.181579113006592,,,,,,,,,,
0,359,,,,,0.34995660185813904,0.5,2.234529972076416,2.1666336059570312,2.234529972076416,2.1666336059570312,,,,,,,,,,
0,379,,,,,0.35736018419265747,0.4765625,2.2308170795440674,2.1717748641967773,2.2308170795440674,2.1717748641967773,,,,,,,,,,
0,399,,,,,0.3656054735183716,0.4921875,2.2270333766937256,2.151078939437866,2.2270333766937256,2.151078939437866,,,,,,,,,,
0,419,,,,,0.37243303656578064,0.53125,2.2233290672302246,2.1373536586761475,2.2233290672302246,2.1373536586761475,,,,,,,,,,
0,420,,,0.49920281767845154,2.1531450748443604,,,,,,,,,,,,,,,,
0,420,0.3727174997329712,2.2231266498565674,,,,,,,,,,,,,,,,,,
1,439,,,,,0.5370065569877625,0.53125,2.1373682022094727,2.132488965988159,2.1373682022094727,2.132488965988159,,,,,,,,,,
1,459,,,,,0.5286458134651184,0.4609375,2.1351544857025146,2.1555631160736084,2.1351544857025146,2.1555631160736084,,,,,,,,,,
1,479,,,,,0.524099588394165,0.4375,2.130995988845825,2.133171558380127,2.130995988845825,2.133171558380127,,,,,,,,,,
1,499,,,,,0.5218552350997925,0.5390625,2.1282765865325928,2.1184725761413574,2.1282765865325928,2.1184725761413574,,,,,,,,,,
1,519,,,,,0.5201231241226196,0.515625,2.125626564025879,2.1251776218414307,2.125626564025879,2.1251776218414307,,,,,,,,,,
1,539,,,,,0.520614504814148,0.5,2.123150110244751,2.117631673812866,2.123150110244751,2.117631673812866,,,,,,,,,,
1,559,,,,,0.521470308303833,0.515625,2.1203575134277344,2.0955231189727783,2.1203575134277344,2.0955231189727783,,,,,,,,,,
1,579,,,,,0.5213246941566467,0.5,2.117035388946533,2.098306655883789,2.117035388946533,2.098306655883789,,,,,,,,,,
1,599,,,,,0.5210369825363159,0.4453125,2.1139466762542725,2.1170618534088135,2.1139466762542725,2.1170618534088135,,,,,,,,,,
1,619,,,,,0.520846426486969,0.546875,2.1108238697052,2.063257932662964,2.1108238697052,2.063257932662964,,,,,,,,,,
1,639,,,,,0.5205479264259338,0.546875,2.1074535846710205,2.0678951740264893,2.1074535846710205,2.0678951740264893,,,,,,,,,,
1,659,,,,,0.5229471921920776,0.6015625,2.1035525798797607,2.042375087738037,2.1035525798797607,2.042375087738037,,,,,,,,,,
1,679,,,,,0.5228342413902283,0.4921875,2.1005444526672363,2.0640902519226074,2.1005444526672363,2.0640902519226074,,,,,,,,,,
1,699,,,,,0.5234655141830444,0.546875,2.0970733165740967,2.0418195724487305,2.0970733165740967,2.0418195724487305,,,,,,,,,,
1,719,,,,,0.5241690874099731,0.4609375,2.094088315963745,2.0554251670837402,2.094088315963745,2.0554251670837402,,,,,,,,,,
1,739,,,,,0.5244171023368835,0.5546875,2.0908753871917725,2.0186831951141357,2.0908753871917725,2.0186831951141357,,,,,,,,,,
1,759,,,,,0.525511622428894,0.4765625,2.0875871181488037,2.065877914428711,2.0875871181488037,2.065877914428711,,,,,,,,,,
1,779,,,,,0.527158796787262,0.453125,2.084346055984497,2.0819239616394043,2.084346055984497,2.0819239616394043,,,,,,,,,,
1,799,,,,,0.5276426672935486,0.484375,2.0814504623413086,2.049999713897705,2.0814504623413086,2.049999713897705,,,,,,,,,,
1,819,,,,,0.5278626084327698,0.5234375,2.078530788421631,2.013319253921509,2.078530788421631,2.013319253921509,,,,,,,,,,
1,839,,,,,0.5293854475021362,0.578125,2.0749762058258057,1.991768717765808,2.0749762058258057,1.991768717765808,,,,,,,,,,
1,841,,,0.5216006636619568,2.0836145877838135,,,,,,,,,,,,,,,,
1,841,0.5295242071151733,2.0746231079101562,,,,,,,,,,,,,,,,,,
0,19,,,,,,,,,,,,,,,0.08945312350988388,0.109375,2.3033785820007324,2.299285650253296,2.3033785820007324,2.299285650253296
0,39,,,,,,,,,,,,,,,0.09902343899011612,0.1171875,2.299790382385254,2.297558546066284,2.299790382385254,2.297558546066284
0,59,,,,,,,,,,,,,,,0.11302082985639572,0.15625,2.2950546741485596,2.285087823867798,2.2950546741485596,2.285087823867798
0,79,,,,,,,,,,,,,,,0.13369140028953552,0.25,2.2907557487487793,2.2643160820007324,2.2907557487487793,2.2643160820007324
0,99,,,,,,,,,,,,,,,0.15632812678813934,0.265625,2.2863335609436035,2.271287679672241,2.2863335609436035,2.271287679672241
0,119,,,,,,,,,,,,,,,0.18515625596046448,0.3125,2.282132625579834,2.2599222660064697,2.282132625579834,2.2599222660064697
0,139,,,,,,,,,,,,,,,0.21054688096046448,0.40625,2.2782583236694336,2.2443716526031494,2.2782583236694336,2.2443716526031494
0,159,,,,,,,,,,,,,,,0.23017577826976776,0.375,2.274567127227783,2.2423524856567383,2.274567127227783,2.2423524856567383
0,179,,,,,,,,,,,,,,,0.24687500298023224,0.359375,2.270709991455078,2.2389581203460693,2.270709991455078,2.2389581203460693
0,199,,,,,,,,,,,,,,,0.26246094703674316,0.453125,2.2669482231140137,2.218100070953369,2.2669482231140137,2.218100070953369
0,219,,,,,,,,,,,,,,,0.27691760659217834,0.375,2.263404369354248,2.231717586517334,2.263404369354248,2.231717586517334
0,239,,,,,,,,,,,,,,,0.2906900942325592,0.4375,2.2597603797912598,2.2116763591766357,2.2597603797912598,2.2116763591766357
0,259,,,,,,,,,,,,,,,0.3022836446762085,0.453125,2.2561542987823486,2.205474615097046,2.2561542987823486,2.205474615097046
0,279,,,,,,,,,,,,,,,0.31300222873687744,0.453125,2.2524361610412598,2.203150510787964,2.2524361610412598,2.203150510787964
0,299,,,,,,,,,,,,,,,0.32289063930511475,0.4140625,2.2488930225372314,2.1984078884124756,2.2488930225372314,2.1984078884124756
0,319,,,,,,,,,,,,,,,0.329345703125,0.4375,2.2454559803009033,2.1767022609710693,2.2454559803009033,2.1767022609710693
0,339,,,,,,,,,,,,,,,0.3366038501262665,0.421875,2.241938829421997,2.199695110321045,2.241938829421997,2.199695110321045
0,359,,,,,,,,,,,,,,,0.34329426288604736,0.421875,2.2383663654327393,2.1834332942962646,2.2383663654327393,2.1834332942962646
0,379,,,,,,,,,,,,,,,0.34864309430122375,0.4609375,2.2351438999176025,2.180560827255249,2.2351438999176025,2.180560827255249
0,399,,,,,,,,,,,,,,,0.35494139790534973,0.46875,2.2316839694976807,2.172544240951538,2.2316839694976807,2.172544240951538
0,419,,,,,,,,,,,,,,,0.35970982909202576,0.4375,2.228499412536621,2.170182228088379,2.228499412536621,2.170182228088379
0,420,,,,,,,,,,,,,0.4502323269844055,2.163339853286743,,,,,,
0,420,,,,,,,,,,,0.35998737812042236,2.2283315658569336,,,,,,,,
1,439,,,,,,,,,,,,,,,0.47697368264198303,0.4609375,2.156373977661133,2.155693292617798,2.156373977661133,2.155693292617798
1,459,,,,,,,,,,,,,,,0.4845753312110901,0.5625,2.1506614685058594,2.1219594478607178,2.1506614685058594,2.1219594478607178
1,479,,,,,,,,,,,,,,,0.4815942943096161,0.4609375,2.1481966972351074,2.142937660217285,2.1481966972351074,2.142937660217285
1,499,,,,,,,,,,,,,,,0.4799248278141022,0.375,2.1453847885131836,2.1540510654449463,2.1453847885131836,2.1540510654449463
